"Dental_Practice_Code","address1","address2","address3","pc7","HB","HBQF","HSCP","HSCPQF","CA","CAQF","DataZone","DataZoneQF","Registrations","RegistrationsQF"
2,"GLASGOW SOUTH DENTAL CARE","57 KILMARNOCK ROAD","SHAWLANDS, GLASGOW","G41 3YR","S08000031","","S37000034","","S12000049","","S01009925","","4147",""
6,"SKENE STREET DENTAL PRACTICE","170 SKENE STREET","ABERDEEN","AB101QN","S08000020","","S37000001","","S12000033","","S01006584","","1704",""
9,"THE DENTAL PRACTICE","21 RUBISLAW TERRACE","ABERDEEN","AB101XE","S08000020","","S37000001","","S12000033","","S01006571","","303",""
10,"HENDERSON&HARDY DENTAL SURGERY","3 RUBISLAW PLACE","ABERDEEN","AB101XN","S08000020","","S37000001","","S12000033","","S01006571","","603",""
12,"UNION STREET DENTAL CARE","129 UNION STREET","ABERDEEN","AB116BH","S08000020","","S37000001","","S12000033","","S01006588","","5827",""
13,"ADVANCE DENTAL CENTRE","17 CROWN STREET","ABERDEEN","AB116HA","S08000020","","S37000001","","S12000033","","S01006587","","9024",""
16,"MILLER RM & MILLER MJ","101 VICTORIA ROAD","ABERDEEN","AB119LX","S08000020","","S37000001","","S12000033","","S01006627","","7877",""
18,"PORTLETHEN DENTAL CARE","4 COOKSTON ROAD","PORTLETHEN","AB124PT","S08000020","","S37000002","","S12000034","","S01006851","","14818",""
21,"T/A BUPA DENTAL CARE","14 QUEENS ROAD","ABERDEEN","AB154ZT","S08000020","","S37000001","","S12000033","","S01006571","","3005",""
23,"CULTS DENTAL PRACTICE","383 NORTH DEESIDE ROAD","CULTS ABERDEEN","AB159SX","S08000020","","S37000001","","S12000033","","S01006524","","2008",""
27,"WOODSIDE DENTAL PRACTICE","417 GREAT NORTHERN ROAD","ABERDEEN","AB242EU","S08000020","","S37000001","","S12000033","","S01006684","","6717",""
28,"KING STREET DENTAL PRACTICE","173 KING STREET","ABERDEEN","AB245AE","S08000020","","S37000001","","S12000033","","S01006642","","4333",""
30,"GRAY & IRELAND & ASSOCIATES","2 WESTFIELD ROAD","ABERDEEN","AB252NG","S08000020","","S37000001","","S12000033","","S01006570","","4837",""
32,"NORTHFIELD DENTAL CENTRE","7B BYRON SQUARE","NORTHFIELD, ABERDEEN","AB167LL","S08000020","","S37000001","","S12000033","","S01006721","","6734",""
34,"BRIDGE OF DON DENTAL AND AESTHETIC CLINI","BALGOWNIE ROAD","BRIDGE OF DON","AB238JP","S08000020","","S37000001","","S12000033","","S01006784","","5073",""
36,"C. A. GARDEN","13 MARY STREET","STONEHAVEN","AB392AT","S08000020","","S37000002","","S12000034","","S01006835","","2655",""
37,"MARKET SQUARE DENTAL PRACTICE","4 MARKET SQUARE","STONEHAVEN","AB392BT","S08000020","","S37000002","","S12000034","","S01006835","","5003",""
39,"DEESIDE DENTAL CARE","75 HIGH STREET","BANCHORY, ABERDEENSHIRE","AB315TJ","S08000020","","S37000002","","S12000034","","S01006865","","1176",""
40,"FOUNTAIN DENTAL GROUP-BANCHORY","STATION ROAD","BANCHORY","AB315YA","S08000020","","S37000002","","S12000034","","S01006862","","4504",""
43,"FOUNTAIN DENTAL GROUP-ABOYNE","OLD BALLATER ROAD","ABOYNE","AB345HN","S08000020","","S37000002","","S12000034","","S01006799","","2858",""
47,"SCHOOLHILL DENTAL PRACTICE","SCHOOLHILL","ELLON","AB419JP","S08000020","","S37000002","","S12000034","","S01006959","","6434",""
48,"YTHAN BRIDGE DENTAL CENTRE","2 YTHAN TERRACE","ELLON","AB419LJ","S08000020","","S37000002","","S12000034","","S01006959","","7746",""
49,"PETERHEAD DENTAL AND IMPLANT CENTRE","44 MARISCHAL STREET","PETERHEAD","AB421HS","S08000020","","S37000002","","S12000034","","S01007086","","13962",""
53,"GC DENTAL MINTLAW","9 STATION ROAD","MINTLAW","AB425EE","S08000020","","S37000002","","S12000034","","S01007059","","495",""
56,"MACDUFF DENTAL SURGERY","52 DUFF STREET","MACDUFF","AB441LQ","S08000020","","S37000002","","S12000034","","S01007038","","1248",""
58,"OLDMELDRUM DENTAL PRACTICE","2 COMMERCIAL ROAD","OLDMELDRUM","AB510DT","S08000020","","S37000002","","S12000034","","S01006985","","1348",""
63,"INVERURIE DENTAL CARE","22 NORTH STREET","INVERURIE","AB514QR","S08000020","","S37000002","","S12000034","","S01006908","","2372",""
65,"TURIFF DENTAL PRACTICE","6 HIGH STREET","TURRIFF","AB537DS","S08000020","","S37000002","","S12000034","","S01007020","","2399",""
66,"HUNTLY DENTAL PRACTICE","41 DUKE STREET","HUNTLY","AB548DT","S08000020","","S37000002","","S12000034","","S01007010","","13011",""
68,"BUCKIE DENTAL PRACTICE","93 WEST CHURCH STREET","BUCKIE","AB561BS","S08000020","","S37000019","","S12000020","","S01011078","","6261",""
72,"DISCOVERY DENTAL CARE","1 WEST BELL STREET","DUNDEE","DD1 1EX","S08000030","","S37000007","","S12000042","","S01007705","","2900",""
73,"REFORM STREET DENTAL PRACTICE","10 REFORM STREET","DUNDEE","DD1 1RG","S08000030","","S37000007","","S12000042","","S01007705","","10431",""
75,"146 DENTAL CARE","146 NETHERGATE","DUNDEE","DD1 4EA","S08000030","","S37000007","","S12000042","","S01007706","","7697",""
77,"38 WHITEHALL STREET","DUNDEE",NA,"DD1 4AF","S08000030","","S37000007","","S12000042","","S01007706","","4729",""
84,"LINKS LODGE DENTAL PRACTICE","26 JOHN STREET","MONTROSE","DD108LZ","S08000030","","S37000003","","S12000041","","S01007209","","13121",""
85,"HIGH STREET DENTAL CENTRE","4 HIGH STREET","MONTROSE, ANGUS","DD108JL","S08000030","","S37000003","","S12000041","","S01007215","","5601",""
86,"53 JOHN STREET","MONTROSE",NA,"DD108LZ","S08000030","","S37000003","","S12000041","","S01007209","","4007",""
89,"121 HIGH STREET","ARBROATH","ANGUS","DD111DP","S08000030","","S37000003","","S12000041","","S01007187","","5401",""
90,"30 KEPTIE STREET","ARBROATH","ANGUS","DD113AF","S08000030","","S37000003","","S12000041","","S01007184","","1122",""
91,"NO 80 DENTAL PRACTICE","80 KEPTIE STREET","ARBROATH","DD113AY","S08000030","","S37000003","","S12000041","","S01007184","","1882",""
92,"WEST END DENTAL PRACTICE","243 PERTH ROAD","DUNDEE","DD2 1EL","S08000030","","S37000007","","S12000042","","S01007686","","5484",""
95,"131 HIGH STREET","LOCHEE","DUNDEE","DD2 3BX","S08000030","","S37000007","","S12000042","","S01007855","","10109",""
103,"DOWNFIELD DENTAL PRACTICE","438 STRATHMARTINE ROAD","DUNDEE","DD3 8NF","S08000030","","S37000007","","S12000042","","S01007823","","768",""
105,"MY DENTIST","165 PRINCES STREET","DUNDEE","DD4 6DG","S08000030","","S37000007","","S12000042","","S01007709","","9686",""
107,"134 ALBERT STREET","DUNDEE",NA,"DD4 6QN","S08000030","","S37000007","","S12000042","","S01007732","","6484",""
108,"143 KINGSWAY EAST","DUNDEE",NA,"DD4 8BX","S08000030","","S37000007","","S12000042","","S01007801","","1979",""
113,"196 BROOK STREET","BROUGHTY FERRY","DUNDEE","DD5 2AH","S08000030","","S37000007","","S12000042","","S01007762","","7197",""
114,"BROUGHTY FERRY DENTAL CARE","361 BROOK STREET","BROUGHTY FERRY, DUNDEE","DD5 2DS","S08000030","","S37000007","","S12000042","","S01007762","","8630",""
115,"56 TORRIDON ROAD","BROUGHTY FERRY","DUNDEE","DD5 3HB","S08000030","","S37000007","","S12000042","","S01007766","","","c"
119,"LAWS DENTAL","6 BROWN STREET","CARNOUSTIE","DD7 7EZ","S08000030","","S37000003","","S12000041","","S01007159","","756",""
120,"CARNOUSTIE DENTAL CARE","18 DUNDEE STREET","CARNOUSTIE,ANGUS","DD7 7PD","S08000030","","S37000003","","S12000041","","S01007164","","5541",""
121,"HIGH STREET DENTAL PRACTICE","79 EAST HIGH STREET","FORFAR","DD8 2EQ","S08000030","","S37000003","","S12000041","","S01007256","","333",""
122,"CASTLE STREET DENTAL","92 CASTLE STREET","FORFAR","DD8 3AA","S08000030","","S37000003","","S12000041","","S01007257","","11410",""
124,"KIRRIEMUIR DENTAL PRACTICE","120 ROODS","KIRRIEMUIR","DD8 4HQ","S08000030","","S37000003","","S12000041","","S01007276","","8582",""
126,"ESK DENTAL CARE","1 ST JAMES PLACE","BRECHIN","DD9 6ED","S08000030","","S37000003","","S12000041","","S01007235","","7292",""
127,"R AND PM THOMSON","1 CASTLE STREET, BRECHIN","ANGUS","DD9 6JW","S08000030","","S37000003","","S12000041","","S01007239","","2947",""
128,"2 CHURCH COURT","CASTLE STREET","DUMFRIES","DG1 1DE","S08000017","","S37000006","","S12000006","","S01007612","","829",""
131,"26 CASTLE STREET","DUMFRIES",NA,"DG1 1DU","S08000017","","S37000006","","S12000006","","S01007612","","282",""
134,"47 BANK STREET","DUMFRIES",NA,"DG1 2PA","S08000017","","S37000006","","S12000006","","S01007612","","3750",""
135,"NITH PLACE DENTAL PRACTICE","5-7 NITH PLACE","DUMFRIES","DG1 2PL","S08000017","","S37000006","","S12000006","","S01007612","","689",""
136,"MOFFAT DENTAL PRACTICE","CAUSEWAY STREET","MOFFAT","DG109DN","S08000017","","S37000006","","S12000006","","S01007642","","5423",""
138,"ANNAN DENTAL PRACTICE LTD","3 BANK STREET","ANNAN","DG126AA","S08000017","","S37000006","","S12000006","","S01007661","","3417",""
139,"18/20 CHURCH STREET","ANNAN",NA,"DG126DS","S08000017","","S37000006","","S12000006","","S01007663","","3815",""
149,"DENTAL BEES","1 ST ANDREW STREET","CASTLE DOUGLAS","DG7 1DE","S08000017","","S37000006","","S12000006","","S01007537","","1679",""
152,"2 PRINCES STREET","NEWTON STEWART",NA,"DG8 6EX","S08000017","","S37000006","","S12000006","","S01007514","","8347",""
159,"21 BRIDGE ROAD","COLINTON","EDINBURGH","EH130LH","S08000024","","S37000012","","S12000036","","S01008442","","1549",""
165,"MORNINGSIDE DENTAL CARE","150 MORNINGSIDE ROAD","EDINBURGH","EH104PX","S08000024","","S37000012","","S12000036","","S01008630","","580",""
167,"31 MORNINGSIDE DRIVE","EDINBURGH",NA,"EH105LZ","S08000024","","S37000012","","S12000036","","S01008517","","485",""
168,"27 COMISTON ROAD","EDINBURGH",NA,"EH106AA","S08000024","","S37000012","","S12000036","","S01008517","","616",""
170,"13 POLWARTH GARDENS","EDINBURGH",NA,"EH111JS","S08000024","","S37000012","","S12000036","","S01008644","","140",""
171,"3 COMELY BANK","EDINBURGH",NA,"EH4 1AN","S08000024","","S37000012","","S12000036","","S01008864","","937",""
173,"51 SLATEFORD ROAD","EDINBURGH",NA,"EH111PR","S08000024","","S37000012","","S12000036","","S01008503","","753",""
174,"14 ARDMILLAN TERRACE","EDINBURGH",NA,"EH112JW","S08000024","","S37000012","","S12000036","","S01008498","","5760",""
175,"GORGIE DENTAL","296/1 GORGIE ROAD","EDINBURGH","EH112PP","S08000024","","S37000012","","S12000036","","S01008495","","10643",""
177,"HMP EDINBURGH","33 STENHOUSE ROAD","EDINBURGH","EH113LN","S08000024","","S37000012","","S12000036","","S01008481","","","c"
178,"SIGHTHILL HEALTH CENTRE","380 CALDER ROAD","EDINBURGH","EH114AU","S08000024","","S37000012","","S12000036","","S01008468","","1118",""
181,"91 CORSTORPHINE ROAD","MURRAYFIELD","EDINBURGH","EH125QE","S08000024","","S37000012","","S12000036","","S01008876","","5313",""
184,"CORSTORPHINE DENTAL CARE","96 SAUGHTON ROAD NORTH","EDINBURGH","EH127JU","S08000024","","S37000012","","S12000036","","S01008981","","17921",""
188,"9 BUGHTLIN MARKET","EAST CRAIGS","EDINBURGH","EH128XP","S08000024","","S37000012","","S12000036","","S01008958","","11555",""
189,"302 OXGANGS ROAD NORTH","EDINBURGH",NA,"EH139ND","S08000024","","S37000012","","S12000036","","S01008525","","8090",""
191,"RICCARTON DENTAL PRACTICE","HERIOT WATT UNIVERSITY","EDINBURGH","EH144AS","S08000024","","S37000012","","S12000036","","S01008425","","11545",""
192,"58 BRYCE ROAD","CURRIE","MIDLOTHIAN","EH145LD","S08000024","","S37000012","","S12000036","","S01008429","","4378",""
193,"4 MAIN STREET","BALERNO","MIDLOTHIAN","EH147EH","S08000024","","S37000012","","S12000036","","S01008421","","4689",""
195,"274 PORTOBELLO HIGH STREET","EDINBURGH",NA,"EH152AT","S08000024","","S37000012","","S12000036","","S01008728","","2203",""
196,"2 SOUTHFIELD LOAN","EDINBURGH",NA,"EH151QR","S08000024","","S37000012","","S12000036","","S01008735","","852",""
197,"CRAIGMILLAR DENTAL CENTRE","198 PEFFERMILL ROAD","EDINBURGH","EH164AJ","S08000024","","S37000012","","S12000036","","S01008703","","17161",""
198,"1 PARKSIDE TERRACE","EDINBURGH",NA,"EH165BN","S08000024","","S37000012","","S12000036","","S01008603","","4777",""
199,"PRESTONFIELD BUPA DENTAL PRACTICE","169-173 DALKEITH ROAD","EDINBURGH","EH165BY","S08000024","","S37000012","","S12000036","","S01008598","","14145",""
200,"577 LANARK ROAD","JUNIPER GREEN","EDINBURGH","EH145DB","S08000024","","S37000012","","S12000036","","S01008437","","4929",""
201,"1 LIBERTON BRAE","EDINBURGH",NA,"EH166AQ","S08000024","","S37000012","","S12000036","","S01008578","","289",""
202,"BRITE DENTAL GILMERTON","536 GILMERTON ROAD","EDINBURGH","EH177JD","S08000024","","S37000012","","S12000036","","S01008565","","8703",""
203,"SHANKS DENTAL CARE LTD","55 CAPTAINS ROAD","EDINBURGH","EH178HP","S08000024","","S37000012","","S12000036","","S01008555","","7961",""
204,"64 HIGH STREET","BONNYRIGG","MIDLOTHIAN","EH192AB","S08000024","","S37000018","","S12000019","","S01010981","","346",""
205,"EDINBURGH GUMS & TEETH","37 FREDERICK STREET","EDINBURGH","EH2 1EP","S08000024","","S37000012","","S12000036","","S01008849","","241",""
209,"21 HIGH STREET","DALKEITH",NA,"EH221JB","S08000024","","S37000018","","S12000019","","S01011010","","2074",""
210,"23 BRIDGE STREET","MUSSELBURGH","EAST LOTHIAN","EH216AA","S08000024","","S37000010","","S12000010","","S01008184","","8807",""
211,"CAMPBELL & GIBSON DENTAL PRACTICE","4 BRIDGE ST","MUSSELBURGH","EH216AG","S08000024","","S37000010","","S12000010","","S01008184","","2843",""
212,"31/33 HIGH STREET","MUSSELBURGH","EAST LOTHIAN","EH217AD","S08000024","","S37000010","","S12000010","","S01008186","","14813",""
213,"25A SOUTH STREET","DALKEITH",NA,"EH221AH","S08000024","","S37000018","","S12000019","","S01011010","","1558",""
215,"5 STATION ROAD","NEWTONGRANGE","MIDLOTHIAN","EH224NB","S08000024","","S37000018","","S12000019","","S01010993","","4381",""
216,"1A MAYFIELD PLACE","MAYFIELD","DALKEITH, MIDLOTHIAN","EH225EE","S08000024","","S37000018","","S12000019","","S01011027","","14576",""
218,"19 MAIN STREET","GOREBRIDGE",NA,"EH234BX","S08000024","","S37000018","","S12000019","","S01011042","","5344",""
219,"16 BRIDGE STREET","PENICUIK","MIDLOTHIAN","EH268LN","S08000024","","S37000018","","S12000019","","S01010935","","7628",""
221,"91A JOHN STREET","PENICUIK","MIDLOTHIAN","EH268AG","S08000024","","S37000018","","S12000019","","S01010937","","221",""
224,"4 HOWARD PLACE","EDINBURGH",NA,"EH3 5JZ","S08000024","","S37000012","","S12000036","","S01008838","","886",""
225,"4 INVERLEITH GARDENS","EDINBURGH",NA,"EH3 5PU","S08000024","","S37000012","","S12000036","","S01008833","","10230",""
227,"25 INVERLEITH ROW","EDINBURGH",NA,"EH3 5QH","S08000024","","S37000012","","S12000036","","S01008834","","17",""
228,"4 GREAT STUART STREET","EDINBURGH",NA,"EH3 6AW","S08000024","","S37000012","","S12000036","","S01008852","","5442",""
233,"NINETYFIVEDENTAL","95 DUNDAS STREET","EDINBURGH","EH3 6SD","S08000024","","S37000012","","S12000036","","S01008854","","234",""
239,"EDINBURGH DENTAL STUDIO","6 RANDOLPH PLACE","EDINBURGH","EH3 7TE","S08000024","","S37000012","","S12000036","","S01008852","","462",""
241,"HAYMARKET DENTAL","264 MORRISON STREET","EDINBURGH","EH3 8DT","S08000024","","S37000012","","S12000036","","S01008660","","327",""
242,"126 LAURISTON PLACE","EDINBURGH",NA,"EH3 9HX","S08000024","","S37000012","","S12000036","","S01008662","","589",""
244,"11 GILMORE PLACE","EDINBURGH",NA,"EH3 9NE","S08000024","","S37000012","","S12000036","","S01008638","","1236",""
247,"11 ROSEBERRY PLACE","GULLANE","EAST LOTHIAN","EH312AN","S08000024","","S37000010","","S12000010","","S01008263","","1295",""
248,"27E LINKS ROAD","PORT SETON","EAST LOTHIAN","EH320DU","S08000024","","S37000010","","S12000010","","S01008214","","7337",""
249,"2","LONGNIDDRY","EAST LOTHIAN","EH320NF","S08000024","","S37000010","","S12000010","","S01008242","","1681",""
250,"FAMILY DENTAL CARE","THE PAT GIFFORD DFC BUILDING","HIGH ST., PRESTONPANS","EH329BF","S08000024","","S37000010","","S12000010","","S01008203","","20481",""
251,"59A HIGH STREET","BONNYRIGG","MIDLOTHIAN","EH192DB","S08000024","","S37000018","","S12000019","","S01010981","","655",""
252,"BRIDGE DENTAL CARE","33 BRIDGE STREET","TRANENT","EH331AH","S08000024","","S37000010","","S12000010","","S01008219","","5776",""
253,"ARC SMILE","94 HIGH STREET","TRANENT","EH331HH","S08000024","","S37000010","","S12000010","","S01008221","","3787",""
256,"1 DIRLETON AVENUE","NORTH BERWICK","EAST LOTHIAN","EH394AX","S08000024","","S37000010","","S12000010","","S01008269","","2125",""
261,"65 MAIN STREET","DAVIDSON'S MAINS","EDINBURGH","EH4 5AD","S08000024","","S37000012","","S12000036","","S01008937","","791",""
266,"BARNTON DENTAL","461 QUEENSFERRY ROAD","EDINBURGH","EH4 7ND","S08000024","","S37000012","","S12000036","","S01008948","","387",""
268,"78 MARKET STREET","HADDINGTON",NA,"EH413JJ","S08000024","","S37000010","","S12000010","","S01008256","","1836",""
270,"7 SIDEGATE","HADDINGTON","EAST LOTHIAN","EH414BT","S08000024","","S37000010","","S12000010","","S01008259","","3808",""
271,"7 HIGH STREET","DUNBAR","EAST LOTHIAN","EH421EN","S08000024","","S37000010","","S12000010","","S01008290","","3531",""
273,"PEEBLES DENTAL PRACTICE","36 HIGH STREET","PEEBLES","EH458SF","S08000016","","S37000025","","S12000026","","S01012253","","4174",""
274,"MACAULAY DENTAL PRACTICE","25/27 MARKET PLACE","WHITBURN","EH470EU","S08000024","","S37000030","","S12000040","","S01013374","","12100",""
275,"61 EAST MAIN STREET","WHITBURN","WEST LOTHIAN","EH470RF","S08000024","","S37000030","","S12000040","","S01013377","","6965",""
276,"BATHGATE DENTAL SPA","28 MID STREET","BATHGATE","EH481PT","S08000024","","S37000030","","S12000040","","S01013417","","9290",""
278,"64 SOUTH BRIDGE STREET","BATHGATE","WEST LOTHIAN","EH481TL","S08000024","","S37000030","","S12000040","","S01013414","","7558",""
279,"48 KING STREET","BATHGATE","WEST LOTHIAN","EH481AY","S08000024","","S37000030","","S12000040","","S01013414","","5812",""
282,"6 TORPHICHEN STREET","BATHGATE","WEST LOTHIAN","EH484HH","S08000024","","S37000030","","S12000040","","S01013417","","10316",""
283,"24 HIGH STREET","LINLITHGOW","WEST LOTHIAN","EH497AE","S08000024","","S37000030","","S12000040","","S01013444","","8319",""
284,"49A HIGH STREET","LINLITHGOW","WEST LOTHIAN","EH497ED","S08000024","","S37000030","","S12000040","","S01013444","","5598",""
286,"WESTPORT DENTAL PRACTICE","261 HIGH STREET","LINLITHGOW","EH497EP","S08000024","","S37000030","","S12000040","","S01013444","","4765",""
288,"LONG & GILMOUR","83-93 NORTH STREET","BO'NESS","EH519ND","S08000019","","S37000013","","S12000014","","S01009255","","12084",""
289,"ROSEMOUNT DENTAL CENTRE","52 DEAN ROAD","BO'NESS","EH519BB","S08000019","","S37000013","","S12000014","","S01009256","","2125",""
290,"29 WEST MAIN STREET","UPHALL","WEST LOTHIAN","EH525DN","S08000024","","S37000030","","S12000040","","S01013468","","427",""
293,"137 MAIN STREET","EAST CALDER","WEST LOTHIAN","EH530EP","S08000024","","S37000030","","S12000040","","S01013298","","9225",""
294,"93 UPHALL STATION ROAD","PUMPHERSTON","WEST LOTHIAN","EH530NU","S08000024","","S37000030","","S12000040","","S01013300","","7784",""
295,"CRAIGSHILL HEALTH CENTRE","CRAIGSHILL ROAD","LIVINGSTON","EH545DY","S08000024","","S37000030","","S12000040","","S01013306","","7121",""
296,"DEDRIDGE HEALTH CENTRE","NIGEL RISE","LIVINGSTON","EH546QQ","S08000024","","S37000030","","S12000040","","S01013278","","8114",""
298,"23 MAIN STREET","DEANS","LIVINGSTON WEST LOTHIAN","EH548BE","S08000024","","S37000030","","S12000040","","S01013344","","7211",""
300,"2 BANKTON SQUARE","MURIESTON","LIVINGSTON","EH549EY","S08000024","","S37000030","","S12000040","","S01013274","","8276",""
303,"BARRON DENTAL","23 -27 FERRY ROAD","EDINBURGH","EH6 4AD","S08000024","","S37000012","","S12000036","","S01008789","","1295",""
304,"65 FERRY ROAD","EDINBURGH",NA,"EH6 4AQ","S08000024","","S37000012","","S12000036","","S01008820","","6884",""
305,"8 PILRIG STREET","LEITH","EDINBURGH","EH6 5AQ","S08000024","","S37000012","","S12000036","","S01008814","","8171",""
307,"6 EAST HERMITAGE PLACE","EDINBURGH",NA,"EH6 8AA","S08000024","","S37000012","","S12000036","","S01008792","","4741",""
308,"83 LEITH WALK","EDINBURGH",NA,"EH6 8LX","S08000024","","S37000012","","S12000036","","S01008796","","6338",""
310,"LW DENTAL","32 HADDINGTON PLACE","EDINBURGH","EH7 4AG","S08000024","","S37000012","","S12000036","","S01008812","","4372",""
311,"1 BELLEVUE PLACE","EDINBURGH",NA,"EH7 4BS","S08000024","","S37000012","","S12000036","","S01008846","","7598",""
312,"DENTAL SURGERY 2","22 BRUNTON PLACE","EDINBURGH","EH7 5EJ","S08000024","","S37000012","","S12000036","","S01008808","","1831",""
313,"MONTGOMERY STREET DENTAL CARE","96 MONTGOMERY STREET","EDINBURGH","EH7 5HE","S08000024","","S37000012","","S12000036","","S01008810","","5802",""
314,"100-102 EASTER ROAD","EDINBURGH",NA,"EH7 5RH","S08000024","","S37000012","","S12000036","","S01008689","","6330",""
317,"UNIVERSITY DENTAL CARE","6 RANKEILLOR STREET","EDINBURGH","EH8 9HY","S08000024","","S37000012","","S12000036","","S01008672","","6555",""
318,"HOPE PARK DENTAL PRACTICE","5 HOPE PARK TERRACE","EDINBURGH","EH8 9LZ","S08000024","","S37000012","","S12000036","","S01008670","","825",""
319,"18 THIRLESTANE ROAD","MARCHMONT","EDINBURGH","EH9 1AN","S08000024","","S37000012","","S12000036","","S01008617","","143",""
321,"35 WARRENDER PARK ROAD","EDINBURGH",NA,"EH9 1HJ","S08000024","","S37000012","","S12000036","","S01008615","","6838",""
324,"BARBOUR DENTAL PRACTICE","39 MAYFIELD GARDENS","EDINBURGH","EH9 2BX","S08000024","","S37000012","","S12000036","","S01008599","","6373",""
325,"1/2 HAILESLAND GARDENS","EDINBURGH",NA,"EH142QN","S08000024","","S37000012","","S12000036","","S01008461","","1496",""
326,"LINT RIGGS DENTAL CARE","16 LINT RIGGS","FALKIRK","FK1 1DG","S08000019","","S37000013","","S12000014","","S01009153","","6815",""
328,"CLARK & WATSON","27 NEWMARKET STREET","FALKIRK","FK1 1JJ","S08000019","","S37000013","","S12000014","","S01009153","","9509",""
333,"LUX DENTAL CARE","8 UNION ROAD, CAMELON","FALKIRK","FK1 4PG","S08000019","","S37000013","","S12000014","","S01009162","","7634",""
334,"MACDONALD & MORSON","26-28 DRYSDALE STREET","ALLOA","FK101JL","S08000019","","S37000005","","S12000005","","S01007466","","38086",""
335,"KINCARDINE DENTAL PRACTICE","10 HIGH STREET","KINCARDINE","FK104RJ","S08000029","","S37000032","","S12000047","","S01009267","","2958",""
336,"STEPHEN SHORT & ASSOCIATES","5 SHILLINGHILL","ALLOA","FK101JT","S08000019","","S37000005","","S12000005","","S01007466","","6216",""
339,"MACDONALD AND MORSON DENTAL CARE ALVA","99 STIRLING STREET","ALVA","FK125EF","S08000019","","S37000005","","S12000005","","S01007428","","1709",""
341,"TILLICOULTRY DENTAL CARE","11 HIGH STREET","TILLICOULTRY","FK136AA","S08000019","","S37000005","","S12000005","","S01007436","","2384",""
342,"DOLLAR DENTAL CARE LTD","72 BRIDGE STREET","DOLLAR","FK147DQ","S08000019","","S37000005","","S12000005","","S01007444","","794",""
343,"DUNBLANE DENTAL PRACTICE","PERTH ROAD","DUNBLANE","FK150HA","S08000019","","S37000005","","S12000030","","S01013100","","10430",""
348,"BRIGHTONS&POLMONT DENTAL PRACTICE","MCLAREN HOUSE","MARCHMOUNT AVE,POLMONT","FK2 0NZ","S08000019","","S37000013","","S12000014","","S01009209","","12265",""
349,"DUNDAS DENTAL PRACTICE","18 LA PORTE PRECINCT","GRANGEMOUTH","FK3 8AS","S08000019","","S37000013","","S12000014","","S01009229","","4688",""
350,"THE PRACTICE","72 BO'NESS ROAD","GRANGEMOUTH","FK3 9BL","S08000019","","S37000013","","S12000014","","S01009229","","11271",""
352,"ENVISAGE DENTAL","154 MAIN STREET","LARBERT","FK5 3JP","S08000019","","S37000013","","S12000014","","S01009100","","1913",""
353,"FORTH VALLEY SMILE DESIGN STENHOUSEMUIR","374 MAIN STREET","STENHOUSEMUIR","FK5 3JR","S08000019","","S37000013","","S12000014","","S01009100","","10318",""
354,"TRYST DENTAL PRACTICE","134 KING STREET","STENHOUSEMUIR","FK5 4HT","S08000019","","S37000013","","S12000014","","S01009106","","5909",""
357,"BANNOCKBURN DENTAL PRACTICE","15 MAIN STREET","BANNOCKBURN","FK7 8LZ","S08000019","","S37000005","","S12000030","","S01013040","","8271",""
358,"THISTLE PARK DENTAL PRACTICE","29 BORESTONE CRESCENT","STIRLING","FK7 9BQ","S08000019","","S37000005","","S12000030","","S01013055","","2694",""
360,"RIVERSIDE DENTAL","32 FORTH CRESCENT","STIRLING","FK8 1LG","S08000019","","S37000005","","S12000030","","S01013090","","5476",""
363,"PORT STREET DENTAL PRACTICE","76 PORT STREET","STIRLING","FK8 2LP","S08000019","","S37000005","","S12000030","","S01013063","","3953",""
364,"ALLAN PARK DENTAL PRACTICE","25 ALLAN PARK","STIRLING","FK8 2LT","S08000019","","S37000005","","S12000030","","S01013063","","2270",""
365,"PLATT & COMMON","3 ALBERT PLACE","STIRLING","FK8 2QL","S08000019","","S37000005","","S12000030","","S01013063","","13811",""
368,"S & A SMILE CLINIC","43 PARNIE STREET","GLASGOW","G1  5LU","S08000031","","S37000034","","S12000049","","S01010264","","6185",""
370,"HANNAH & ARMITAGE DENTAL PRACTICE","44 LAWRENCE STREET","GLASGOW","G11 5HD","S08000031","","S37000034","","S12000049","","S01010380","","495",""
373,"CRYSTAL DENTAL CARE","474 DUMBARTON ROAD","GLASGOW","G11 6SQ","S08000031","","S37000034","","S12000049","","S01010388","","228",""
375,"BROOMHILL DENTAL PRACTICE LTD","437 CROW ROAD","GLASGOW","G11 7DZ","S08000031","","S37000034","","S12000049","","S01010417","","846",""
376,"APPLETREE DENTAL CARE","3 CROW ROAD","GLASGOW","G11 7RT","S08000031","","S37000034","","S12000049","","S01010388","","2848",""
382,"VANGUARD DENTAL ANNIESLAND","810 CROW ROAD","GLASGOW","G13 1LY","S08000031","","S37000034","","S12000049","","S01010414","","5062",""
385,"ALDERMAN ROAD DENTAL SURGERY","45 ALDERMAN ROAD","KNIGHTSWOOD, GLASGOW","G13 3YG","S08000031","","S37000034","","S12000049","","S01010464","","6007",""
386,"DYKE ROAD DENTAL PRACTICE","355 DYKE ROAD","KNIGHTSWOOD, GLASGOW","G13 4SG","S08000031","","S37000034","","S12000049","","S01010448","","6660",""
